vehicle.make,vehicle.model,vehicle.year,vehicle.type,fuelType,reviewCount,rating,location.city
Hyundai,Sonata,2017,car,GASOLINE,20,4.75,Newport News
Tesla,Model 3,2019,car,ELECTRIC,41,5.0,Broomall
BMW,2 Series,2016,car,GASOLINE,50,5.0,Philadelphia
Mercedes-Benz,CL-Class,2011,car,GASOLINE,7,5.0,Philadelphia
BMW,X5,2017,suv,GASOLINE,6,5.0,Philadelphia
Tesla,Model S,2016,car,ELECTRIC,1,5.0,Mount Laurel Township
Honda,CR-V,2008,suv,GASOLINE,40,4.97,Philadelphia
Honda,Accord Sedan,2019,car,HYBRID,103,4.97,Philadelphia
Hyundai,Santa Fe,2009,suv,GASOLINE,9,4.78,Philadelphia
Tesla,Model X,2016,suv,ELECTRIC,4,5.0,Mount Laurel Township
Honda,CR-V,2007,suv,GASOLINE,39,4.92,Philadelphia
Nissan,Altima,2013,car,GASOLINE,85,4.92,Philadelphia
Honda,Pilot,2009,suv,GASOLINE,14,5.0,Philadelphia
Tesla,Model 3,2019,car,ELECTRIC,0,,Bear
Kia,Forte,2011,car,GASOLINE,88,4.89,Philadelphia
Mitsubishi,Outlander Sport,2016,suv,GASOLINE,1,5.0,Philadelphia
Volvo,XC60,2015,suv,GASOLINE,0,,Wilmington
Ford,Focus,2007,car,GASOLINE,31,4.84,Drexel Hill
Dodge,Avenger,2013,car,GASOLINE,36,4.89,Drexel Hill
Mercedes-benz,C-Class,2019,car,GASOLINE,28,4.93,Folcroft
Tesla,Model S,2013,car,ELECTRIC,5,5.0,Westampton
Tesla,Model 3,2019,car,ELECTRIC,42,4.83,Somerdale
Chevrolet,Camaro,2019,car,GASOLINE,7,5.0,Upper Darby
Maserati,Ghibli,2017,car,GASOLINE,66,4.94,Paoli
Mercedes-Benz,C-Class,2016,car,GASOLINE,10,5.0,Philadelphia
Tesla,Model 3,2020,car,ELECTRIC,4,5.0,Voorhees Township
Mercedes-Benz,CLA-Class,2014,car,GASOLINE,140,4.76,Philadelphia
Jeep,Grand Cherokee,2014,suv,GASOLINE,1,5.0,Collingdale
Tesla,Model X,2017,suv,ELECTRIC,2,5.0,Harrison Township
Dodge,Grand Caravan,2008,minivan,GASOLINE,23,4.91,Drexel Hill
Mazda,5,2012,minivan,GASOLINE,75,4.71,Philadelphia
Acura,MDX,2014,suv,GASOLINE,45,4.67,Philadelphia
Audi,S5,2014,car,GASOLINE,146,4.92,Philadelphia
Tesla,Model 3,2020,car,ELECTRIC,16,4.94,Philadelphia
Hyundai,Sonata,2017,car,GASOLINE,2,5.0,Philadelphia
Honda,Accord Hybrid,2017,car,HYBRID,48,5.0,Wilmington
Tesla,Model 3,2018,car,ELECTRIC,4,4.0,Philadelphia
Chrysler,Pacifica,2017,minivan,GASOLINE,1,5.0,Broomall
Tesla,Model S,2017,car,ELECTRIC,29,5.0,Paoli
Chevrolet,Corvette,2018,car,GASOLINE,25,5.0,Paoli
BMW,4 Series,2015,car,GASOLINE,188,4.88,Philadelphia
Mercedes-Benz,C-Class,2016,car,GASOLINE,91,4.93,Philadelphia
Mercedes-benz,GLC-Class,2019,suv,GASOLINE,33,4.94,Philadelphia
Mercedes-benz,GLE-Class,2020,suv,GASOLINE,17,4.94,Philadelphia
Audi,RS 5,2015,car,GASOLINE,47,5.0,Berwyn
Lexus,GX 460,2018,suv,GASOLINE,28,5.0,Langhorne
Chevrolet,Suburban,2015,suv,GASOLINE,0,,Stratford
Jaguar,F-PACE,2018,suv,GASOLINE,14,4.86,East Windsor
Jeep,Wrangler,2017,suv,GASOLINE,127,4.79,Philadelphia
Land Rover,Range Rover Velar,2018,suv,GASOLINE,12,4.67,Paoli
Nissan,Altima,2017,car,GASOLINE,4,5.0,Philadelphia
Mercedes-Benz,SLK-Class,2013,car,GASOLINE,9,4.89,Philadelphia
Alfa Romeo,Stelvio,2018,suv,GASOLINE,12,5.0,Philadelphia
Lincoln,Navigator,2013,suv,GASOLINE,23,4.96,Doylestown
Chevrolet,Malibu,2013,car,GASOLINE,12,4.83,Lansdale
Volkswagen,Golf GTI,2018,car,GASOLINE,62,4.82,Philadelphia
Audi,S5,2014,car,GASOLINE,82,4.94,Philadelphia
BMW,3 Series,2017,car,GASOLINE,51,4.92,Philadelphia
Honda,Accord Sedan,2019,car,GASOLINE,65,4.77,Philadelphia
Acura,NSX,2017,car,HYBRID,3,5.0,Ardmore
Mercedes-Benz,C-Class,2016,car,GASOLINE,4,5.0,Philadelphia
Jeep,Cherokee,2016,suv,GASOLINE,35,4.83,Philadelphia
Mercedes-Benz,C-Class,2017,car,GASOLINE,0,,Nether Providence Township
Kia,Stinger,2018,car,GASOLINE,8,5.0,Quakertown
Chrysler,Town and Country,2013,minivan,GASOLINE,1,5.0,Pennsauken Township
Jeep,Wrangler,2010,suv,GASOLINE,26,5.0,Norristown
BMW,4-Series,2019,car,GASOLINE,38,5.0,West Windsor Township
Porsche,Cayenne,2013,suv,GASOLINE,0,,East Fallowfield Township
Acura,MDX,2019,suv,GASOLINE,7,5.0,Paoli
Nissan,Maxima,2011,car,GASOLINE,106,4.82,Philadelphia
Acura,RDX,2014,suv,GASOLINE,1,5.0,Smyrna
Chevrolet,Malibu,2013,car,GASOLINE,125,4.85,Philadelphia
Volkswagen,Passat,2012,car,GASOLINE,93,4.83,Philadelphia
Toyota,Corolla,2013,car,GASOLINE,80,4.85,Philadelphia
Kia,Soul,2012,car,GASOLINE,62,4.95,Philadelphia
Acura,TSX,2012,car,GASOLINE,11,5.0,Philadelphia
GMC,Savana,2010,van,GASOLINE,11,5.0,Pemberton
Honda,Odyssey,2015,minivan,GASOLINE,0,,Levittown
BMW,I8,2019,car,HYBRID,34,4.91,Jersey City
BMW,X2,2019,suv,GASOLINE,36,5.0,West Windsor Township
Toyota,Camry,2015,car,GASOLINE,77,4.96,Newark
Honda,Civic Hatch,2019,car,GASOLINE,34,4.82,Philadelphia
Kia,Forte,2010,car,GASOLINE,158,4.94,Philadelphia
Ford,Fusion,2013,car,GASOLINE,1,5.0,Pennsauken Township
Nissan,370Z,2009,car,GASOLINE,0,,Lancaster
Dodge,Charger,2020,car,GASOLINE,0,,Philadelphia
Honda,Accord Sedan,2019,car,GASOLINE,59,4.97,Philadelphia
Honda,Insight,2010,car,HYBRID,46,4.98,Philadelphia
Toyota,Prius c,2016,car,HYBRID,58,5.0,Philadelphia
Toyota,Prius,2008,car,HYBRID,15,5.0,Audubon
Toyota,RAV4,2019,suv,GASOLINE,58,4.78,Philadelphia
Honda,CR-V,2020,suv,GASOLINE,16,4.94,Philadelphia
Honda,Insight,2010,car,HYBRID,53,4.98,Philadelphia
Volkswagen,Passat,2020,car,GASOLINE,39,4.97,Philadelphia
Volkswagen,Atlas,2018,suv,GASOLINE,3,5.0,Matawan
Toyota,Camry,2015,car,GASOLINE,87,4.95,Philadelphia
Chrysler,Sebring,2009,car,GASOLINE,0,,Pennsauken Township
Chevrolet,Cruze,2015,car,GASOLINE,3,5.0,Pennsauken Township
Volkswagen,E-Golf,2019,car,ELECTRIC,15,4.8,West Windsor Township
Honda,Accord,2018,car,GASOLINE,41,4.9,Langhorne
Volkswagen,Golf,2017,car,GASOLINE,69,4.97,Philadelphia
Nissan,Altima,2017,car,GASOLINE,4,5.0,Eagleville
Chrysler,Town and Country,2008,minivan,GASOLINE,1,4.0,Bensalem
Chevrolet,Equinox,2018,suv,GASOLINE,44,4.84,West Windsor Township
Hyundai,Elantra,2016,car,GASOLINE,14,4.64,King of Prussia
Toyota,Corolla iM,2018,car,GASOLINE,38,4.92,Philadelphia
Chevrolet,Traverse,2012,suv,GASOLINE,37,4.92,Newark
Toyota,Prius,2017,car,HYBRID,35,4.83,Philadelphia
Volkswagen,Passat,2020,car,GASOLINE,3,5.0,Philadelphia
Toyota,Corolla,2020,car,GASOLINE,79,4.87,Philadelphia
Nissan,Altima,2020,car,GASOLINE,4,5.0,Langhorne
Volkswagen,Passat,2015,car,DIESEL,0,,Matawan
Volkswagen,Jetta,2019,car,GASOLINE,15,5.0,Philadelphia
Volkswagen,GTI,2011,car,GASOLINE,2,5.0,Philadelphia
Toyota,Corolla,2019,car,GASOLINE,10,5.0,Penndel
smart,fortwo,2015,car,GASOLINE,71,4.77,Jersey City
Chevrolet,Corvette,2016,car,GASOLINE,139,4.98,Phoenix
Tesla,Model S,2016,car,ELECTRIC,7,5.0,Scottsdale
Tesla,Model S,2015,car,ELECTRIC,7,5.0,Phoenix
Toyota,Yaris,2014,car,GASOLINE,43,4.98,Phoenix
Tesla,Model 3,2019,car,ELECTRIC,101,4.98,Scottsdale
Jaguar,F-TYPE,2015,car,GASOLINE,21,4.86,Phoenix
Tesla,Model X,2016,suv,ELECTRIC,18,5.0,Phoenix
Chevrolet,Spark,2019,car,GASOLINE,21,5.0,Tempe
Nissan,Versa Note,2015,car,GASOLINE,23,4.96,Phoenix
Tesla,Model 3,2019,car,ELECTRIC,24,5.0,Scottsdale
Tesla,Model Y,2020,suv,ELECTRIC,0,,Scottsdale
Volkswagen,Jetta,2017,car,GASOLINE,19,4.89,Phoenix
Tesla,Model S,2015,car,ELECTRIC,74,5.0,Phoenix
BMW,4 Series Gran Coupe,2016,car,GASOLINE,55,5.0,Phoenix
Cadillac,CTS,2009,car,GASOLINE,10,4.9,Chandler
Tesla,Model X,2016,suv,ELECTRIC,25,4.84,Phoenix
Tesla,Model 3,2019,car,ELECTRIC,104,4.91,Phoenix
Tesla,Model S,2014,car,ELECTRIC,23,5.0,Chandler
Porsche,911,2017,car,GASOLINE,12,5.0,Chandler
Tesla,Model X,2018,suv,ELECTRIC,75,4.99,Mesa
Hyundai,Elantra,2018,car,GASOLINE,122,4.96,Tempe
Volkswagen,Passat,2014,car,GASOLINE,57,4.96,Phoenix
BMW,X5,2017,suv,GASOLINE,6,5.0,Phoenix
Chevrolet,Corvette,2019,car,GASOLINE,89,4.98,Phoenix
BMW,7 Series,2010,car,GASOLINE,17,5.0,Phoenix
Nissan,Altima,2015,car,GASOLINE,30,4.93,Glendale
Mazda,MAZDA2,2014,car,GASOLINE,65,4.71,Phoenix
Tesla,Model 3,2020,car,ELECTRIC,25,4.96,Tempe
Dodge,Challenger,2019,car,GASOLINE,29,5.0,Phoenix
Audi,Q5,2013,suv,GASOLINE,13,4.77,Glendale
Mitsubishi,Eclipse Spyder,2011,car,GASOLINE,24,4.92,Phoenix
BMW,3 Series,2016,car,GASOLINE,43,5.0,Phoenix
Nissan,Sentra,2015,car,GASOLINE,93,4.78,Phoenix
Jeep,Wrangler,2016,suv,GASOLINE,62,4.94,Phoenix
Kia,Soul,2013,car,GASOLINE,15,5.0,Phoenix
Honda,Odyssey,2009,minivan,GASOLINE,16,4.88,Phoenix
BMW,3 Series,2013,car,GASOLINE,48,4.98,Phoenix
Tesla,Model X,2016,suv,ELECTRIC,8,5.0,Chandler
Chevrolet,Camaro,2018,car,GASOLINE,104,4.97,Tempe
Tesla,Model S,2013,car,ELECTRIC,33,5.0,Phoenix
GMC,Yukon,2015,suv,GASOLINE,26,4.96,Chandler
Toyota,Sienna,2007,minivan,GASOLINE,55,4.96,Phoenix
BMW,6 Series,2013,car,GASOLINE,25,5.0,Chandler
Ford,Explorer,2018,suv,GASOLINE,38,4.97,Phoenix
BMW,3 Series,2017,car,GASOLINE,43,4.95,Phoenix
Toyota,Corolla,2012,car,GASOLINE,175,4.74,Phoenix
BMW,3 Series,2011,car,GASOLINE,1,5.0,Phoenix
Toyota,Corolla,2013,car,GASOLINE,202,4.78,Phoenix
Honda,Odyssey,2011,minivan,GASOLINE,11,4.73,Phoenix
BMW,4 Series,2018,car,GASOLINE,57,4.93,Phoenix
Lexus,ES 350,2018,car,GASOLINE,3,5.0,Phoenix
Nissan,Sentra,2013,car,GASOLINE,156,4.83,Phoenix
BMW,4 Series,2018,car,GASOLINE,56,5.0,Phoenix
Toyota,Yaris,2014,car,GASOLINE,78,4.83,Phoenix
Nissan,Versa,2010,car,GASOLINE,64,4.8,Phoenix
Dodge,Charger,2017,car,GASOLINE,72,4.99,Phoenix
Porsche,911,2013,car,GASOLINE,5,5.0,tempe
Toyota,Camry,2014,car,GASOLINE,214,4.84,Phoenix
Nissan,Sentra,2014,car,GASOLINE,212,4.78,Phoenix
Tesla,Model S,2016,car,ELECTRIC,26,4.96,Chandler
Honda,Odyssey,2012,minivan,GASOLINE,2,5.0,Tempe
Ford,Fusion,2015,car,GASOLINE,112,4.76,Phoenix
Toyota,Camry Solara,2007,car,GASOLINE,44,4.73,Phoenix
Ford,Fiesta,2015,car,GASOLINE,99,4.61,Phoenix
Dodge,Grand Caravan,2018,minivan,GASOLINE,9,5.0,Phoenix
Dodge,Durango,2018,suv,GASOLINE,81,4.98,Phoenix
Nissan,Versa,2011,car,GASOLINE,7,5.0,Phoenix
Mercedes-Benz,CLA-Class,2014,car,GASOLINE,20,4.95,Phoenix
Toyota,Prius c,2012,car,HYBRID,1,5.0,Phoenix
Jeep,Wrangler,2012,suv,GASOLINE,26,5.0,Phoenix
Chevrolet,Equinox,2018,suv,GASOLINE,53,4.83,Scottsdale
Chrysler,Town and Country,2013,minivan,GASOLINE,73,4.75,Phoenix
Mercedes-Benz,G-Class,2013,suv,GASOLINE,0,,Phoenix
Dodge,Grand Caravan,2011,minivan,GASOLINE,38,4.89,Phoenix
BMW,3 Series,2012,car,GASOLINE,15,5.0,Phoenix
Kia,Sedona,2014,minivan,GASOLINE,51,4.78,Phoenix
Hyundai,Elantra,2018,car,GASOLINE,76,4.89,Tempe
BMW,3 Series,2014,car,GASOLINE,29,5.0,Phoenix
Nissan,Altima,2018,car,GASOLINE,13,5.0,Phoenix
Toyota,Prius,2011,car,HYBRID,36,4.97,Phoenix
Jeep,Wrangler,2017,suv,GASOLINE,34,4.85,Phoenix
Jeep,Wrangler,2010,suv,GASOLINE,20,5.0,Phoenix
Jeep,Patriot,2015,suv,GASOLINE,72,4.81,Phoenix
Tesla,Model 3,2018,car,ELECTRIC,9,5.0,Queen Creek
Ford,Freestyle,2005,car,GASOLINE,57,5.0,Phoenix
Tesla,Model S,2017,car,ELECTRIC,14,5.0,Scottsdale
Acura,TSX,2010,car,GASOLINE,13,4.92,Phoenix
Jeep,Wrangler JK,2018,suv,GASOLINE,90,4.98,Phoenix
BMW,3 Series,2017,car,GASOLINE,55,4.95,Phoenix
Nissan,Rogue,2016,suv,GASOLINE,78,4.65,Phoenix
Toyota,Highlander,2015,suv,GASOLINE,22,4.86,Phoenix
Toyota,Prius,2011,car,HYBRID,24,4.92,Phoenix
Dodge,Grand Caravan,2016,minivan,GASOLINE,112,4.97,Phoenix
Jeep,Wrangler,2011,suv,GASOLINE,6,5.0,Phoenix
Chevrolet,Cruze Limited,2016,car,GASOLINE,43,4.81,Phoenix
Chevrolet,Malibu Limited,2016,car,GASOLINE,130,4.88,Scottsdale
Ford,Explorer,2017,suv,GASOLINE,37,5.0,Phoenix
Lexus,IS 250,2007,car,GASOLINE,79,4.85,Phoenix
Scion,xB,2012,car,GASOLINE,0,,Phoenix
Lexus,IS 250,2012,car,GASOLINE,280,4.78,Phoenix
BMW,X1,2018,suv,GASOLINE,57,4.93,Phoenix
Ford,Fiesta,2016,car,GASOLINE,78,4.73,Scottsdale
Nissan,Rogue,2018,suv,GASOLINE,32,5.0,Phoenix
Acura,TSX,2007,car,GASOLINE,43,4.95,Phoenix
Jeep,Cherokee,2016,suv,GASOLINE,6,5.0,Phoenix
Tesla,Model 3,2019,car,ELECTRIC,15,5.0,Maricopa
Chevrolet,Spark,2016,car,GASOLINE,68,4.81,Phoenix
Mercedes-Benz,E-Class,2013,car,GASOLINE,44,5.0,Tempe
Hyundai,Elantra,2016,car,GASOLINE,38,4.55,Scottsdale
Ford,Explorer,2016,suv,GASOLINE,27,4.96,Phoenix
Toyota,Camry Solara,2007,car,GASOLINE,62,4.85,Phoenix
Nissan,Pathfinder,2017,suv,GASOLINE,30,5.0,Phoenix
Audi,Q7,2013,suv,DIESEL,13,4.92,Tempe
BMW,3 Series,2010,car,GASOLINE,14,5.0,Phoenix
MINI,Clubman,2017,car,GASOLINE,25,5.0,Phoenix
Jeep,Wrangler,2016,suv,GASOLINE,7,5.0,Scottsdale
Mercedes-Benz,G-Class,2015,suv,GASOLINE,15,5.0,Chandler
Chevrolet,Corvette,2015,car,GASOLINE,5,5.0,Glendale
Toyota,Highlander Hybrid,2013,suv,HYBRID,52,4.98,Phoenix
Chevrolet,Silverado 1500,2017,truck,GASOLINE,3,5.0,Phoenix
Dodge,Caliber,2009,car,GASOLINE,63,4.9,Phoenix
Jeep,Grand Cherokee,2015,suv,GASOLINE,18,5.0,Phoenix
Scion,xD,2014,car,GASOLINE,105,4.86,Phoenix
Jeep,Renegade,2018,suv,GASOLINE,30,4.93,Phoenix
Chevrolet,Corvette,2016,car,GASOLINE,22,4.95,Chandler
Nissan,Rogue Sport,2018,suv,,18,5.0,Phoenix
Ram,1500,2015,truck,GASOLINE,7,5.0,Phoenix
Kia,Sorento,2019,suv,GASOLINE,32,5.0,Phoenix
Kia,Sportage,2018,suv,GASOLINE,20,4.8,Phoenix
Toyota,Prius,2008,car,HYBRID,39,4.87,Phoenix
Hyundai,Accent,2017,car,GASOLINE,71,4.79,Phoenix
BMW,X1,2017,suv,GASOLINE,54,4.98,Phoenix
BMW,X1,2017,suv,GASOLINE,47,4.96,Phoenix
Dodge,Journey,2018,suv,GASOLINE,33,4.82,Phoenix
BMW,X5,2014,suv,GASOLINE,1,5.0,Mesa
Jeep,Wrangler,2014,suv,GASOLINE,25,4.76,Phoenix
Jeep,Renegade,2017,suv,GASOLINE,40,4.83,Scottsdale
Jeep,Cherokee,2015,suv,GASOLINE,26,5.0,Phoenix
Hyundai,Tucson,2016,suv,GASOLINE,37,4.81,Tempe
Chevrolet,Cruze,2014,car,GASOLINE,15,5.0,Phoenix
BMW,X1,2013,suv,GASOLINE,56,4.84,Phoenix
GMC,Yukon XL,2013,suv,GASOLINE,22,5.0,Mesa
Ford,Escape,2018,suv,GASOLINE,19,5.0,Phoenix
Mazda,2,2013,car,GASOLINE,79,4.67,Phoenix
Nissan,Murano,2014,suv,GASOLINE,4,5.0,Phoenix
Kia,Optima,2016,car,GASOLINE,75,4.99,Phoenix
Chevrolet,Cruze Limited,2016,car,GASOLINE,42,4.71,Phoenix
Nissan,Quest,2009,minivan,GASOLINE,44,4.98,Phoenix
Tesla,Model Y,2020,suv,ELECTRIC,0,,Phoenix
Dodge,Ram 3500,2020,truck,GASOLINE,8,5.0,Phoenix
Ford,Edge,2019,suv,GASOLINE,0,,Phoenix
BMW,i8,2014,car,HYBRID,16,4.94,Phoenix
Tesla,Model S,2013,car,ELECTRIC,51,4.98,Phoenix
Ford,Escape,2019,suv,GASOLINE,30,5.0,Phoenix
BMW,4 Series,2014,car,GASOLINE,2,5.0,Tempe
Dodge,Viper,2008,car,GASOLINE,28,5.0,Phoenix
Mercedes-Benz,C-Class,2016,car,GASOLINE,176,4.97,Phoenix
Ford,F-150,2019,truck,GASOLINE,14,5.0,Phoenix
Honda,Accord,2016,car,GASOLINE,62,4.97,Phoenix
GMC,Yukon XL,2016,suv,GASOLINE,10,5.0,Paradise Valley
Hyundai,Tucson,2017,suv,GASOLINE,35,4.97,Phoenix
Honda,Insight,2012,car,HYBRID,174,4.9,Phoenix
Tesla,Model 3,2020,car,ELECTRIC,37,5.0,Phoenix
Hyundai,Tucson,2018,suv,GASOLINE,24,4.92,Phoenix
Toyota,Prius c,2015,car,HYBRID,36,4.94,Phoenix
Jaguar,F-TYPE,2014,car,GASOLINE,79,4.9,Tempe
Toyota,Sienna,2011,minivan,GASOLINE,30,4.97,Phoenix
Dodge,Grand Caravan,2018,minivan,GASOLINE,17,4.88,Phoenix
Toyota,Yaris,2008,car,GASOLINE,103,4.91,Phoenix
Nissan,Sentra,2019,car,GASOLINE,8,5.0,Phoenix
Jeep,Cherokee,2015,suv,GASOLINE,105,4.96,Phoenix
Jeep,Wrangler,2017,suv,GASOLINE,7,4.86,Mesa
Chevrolet,Corvette,2015,car,GASOLINE,29,4.79,Scottsdale
Toyota,Prius c,2014,car,HYBRID,38,4.97,Phoenix
Honda,Accord,2017,car,GASOLINE,4,5.0,Glendale
FIAT,500,2014,car,GASOLINE,11,5.0,Phoenix
Chevrolet,Impala,2019,car,GASOLINE,22,5.0,Phoenix
Ford,F-150,2013,truck,GASOLINE,46,5.0,Gilbert
Jeep,Wrangler,2016,suv,GASOLINE,30,5.0,Mesa
Porsche,Cayenne,2013,suv,GASOLINE,6,5.0,Tempe
Genesis,G80,2018,car,GASOLINE,0,,Scottsdale
Jeep,Cherokee,2017,suv,GASOLINE,92,4.9,Phoenix
BMW,3 Series,2013,car,GASOLINE,128,4.94,Phoenix
Ferrari,F430,2006,car,GASOLINE,3,5.0,Scottsdale
BMW,6 Series,2008,car,GASOLINE,2,5.0,Chandler
Chevrolet,Suburban,2016,suv,GASOLINE,35,4.97,Tempe
Honda,Odyssey,2017,minivan,GASOLINE,5,5.0,Glendale
Mercedes-Benz,S-Class,2015,car,GASOLINE,3,5.0,Scottsdale
Chevrolet,Corvette,2016,car,GASOLINE,21,5.0,Chandler
Chevrolet,Camaro,2018,car,GASOLINE,33,5.0,Tempe
BMW,4 Series,2015,car,GASOLINE,2,5.0,Scottsdale
Toyota,Camry,2012,car,GASOLINE,57,4.96,Phoenix
Chevrolet,Camaro,2018,car,GASOLINE,30,5.0,Tempe
Tesla,Model X,2016,suv,ELECTRIC,0,,Phoenix
Nissan,Versa,2016,car,GASOLINE,2,5.0,Mesa
Kia,Forte,2014,car,GASOLINE,34,4.97,Pittsburgh
Jeep,Wrangler JK,2018,suv,GASOLINE,24,5.0,Pittsburgh
Mercedes-Benz,E-Class,2014,car,GASOLINE,13,5.0,Pittsburgh
Dodge,Ram 1500 Classic,2019,truck,GASOLINE,17,5.0,Bridgeville
Dodge,Grand Caravan,2016,minivan,GASOLINE,27,5.0,Bridgeville
Ford,F-150,2019,truck,GASOLINE,5,5.0,Bridgeville
Tesla,Model 3,2018,car,ELECTRIC,2,5.0,Aliquippa
Dodge,Ram 1500,2019,truck,GASOLINE,12,5.0,Bridgeville
Dodge,Grand Caravan,2018,minivan,GASOLINE,10,5.0,Bridgeville
Chevrolet,Corvette,2016,car,GASOLINE,23,4.91,Pittsburgh
Tesla,Model 3,2019,car,ELECTRIC,1,5.0,Finleyville
Mercedes-Benz,GLE-Class,2016,suv,GASOLINE,0,,Weirton
Audi,A6,2016,car,GASOLINE,4,5.0,Weirton
Tesla,Model S,2016,car,ELECTRIC,42,4.95,Bridgeville
BMW,M3,2012,car,GASOLINE,1,5.0,Pittsburgh
Honda,Civic,2016,car,GASOLINE,39,5.0,Coraopolis
Honda,Odyssey,2015,minivan,GASOLINE,16,5.0,Coraopolis
Mercedes-Benz,E-Class,2016,car,GASOLINE,8,5.0,Pittsburgh
Mercedes-Benz,C-Class,2016,car,GASOLINE,18,5.0,Pittsburgh
Toyota,Camry,2012,car,GASOLINE,26,4.81,Weirton
Mercedes-Benz,C-Class,2016,car,GASOLINE,27,4.89,Pittsburgh
Mazda,6,2015,car,GASOLINE,5,5.0,Pittsburgh
Mercedes-Benz,M-Class,2013,suv,DIESEL,11,5.0,Pittsburgh
Mercedes-Benz,C-Class,2015,car,GASOLINE,1,5.0,Ligonier
Audi,A4,2011,car,GASOLINE,30,4.9,Weirton
Land Rover,Range Rover Sport,2007,suv,DIESEL,24,4.96,Pittsburgh
Acura,MDX,2013,suv,GASOLINE,0,,Cranberry Township
Mercedes-Benz,GL-Class,2009,suv,GASOLINE,48,4.81,Millvale
Mercedes-Benz,C-Class,2008,car,GASOLINE,27,5.0,Pittsburgh
BMW,X1,2018,suv,GASOLINE,39,4.92,Millvale
Volkswagen,Jetta Hybrid,2013,car,HYBRID,61,4.97,Pittsburgh
Mercedes-Benz,M-Class,2013,suv,GASOLINE,14,5.0,Ligonier
Volkswagen,Golf,2015,car,DIESEL,41,4.95,Pittsburgh
Volkswagen,Golf,2015,car,DIESEL,25,4.92,Pittsburgh
Toyota,Highlander,2013,suv,GASOLINE,0,,Sewickley
BMW,3 Series,2006,car,GASOLINE,24,4.92,Millvale
Nissan,Leaf,2019,car,ELECTRIC,1,5.0,Sewickley
Volkswagen,Jetta,2014,car,GASOLINE,82,4.94,Pittsburgh
Mercedes-Benz,E-Class,2018,car,GASOLINE,2,5.0,Attleboro
Chrysler,Pacifica,2018,minivan,GASOLINE,2,5.0,Cranston
Lexus,RX,2020,suv,GASOLINE,0,,Attleboro
Land Rover,Range Rover,2016,suv,GASOLINE,8,5.0,Johnston
Tesla,Model 3,2020,car,ELECTRIC,14,5.0,Boston
Tesla,Model 3,2020,car,ELECTRIC,0,,Warwick
Porsche,Macan,2015,suv,GASOLINE,52,4.92,Mansfield
Lexus,IS 300,2016,car,GASOLINE,12,4.92,Johnston
Ford,Mustang,1966,car,GASOLINE,8,5.0,North Kingstown
Audi,S4,2018,car,GASOLINE,45,5.0,Mansfield
BMW,4 Series,2016,car,GASOLINE,54,5.0,Mansfield
Mercedes-Benz,GLC-Class,2016,suv,GASOLINE,36,5.0,Boston
Tesla,Model 3,2019,car,ELECTRIC,22,5.0,Mansfield
Infiniti,Q50,2016,car,GASOLINE,1,5.0,East Providence
Tesla,Model 3,2020,car,ELECTRIC,4,5.0,Mansfield
Tesla,Model 3,2018,car,ELECTRIC,26,5.0,North Kingstown
Tesla,Model 3,2018,car,ELECTRIC,12,5.0,Medway
Tesla,Model 3,2019,car,ELECTRIC,31,4.97,Medway
Mazda,6,2016,car,GASOLINE,8,4.38,Providence
Mercedes-Benz,E-Class,2017,car,GASOLINE,7,5.0,Mansfield
Audi,Q7,2018,suv,GASOLINE,17,4.82,Mansfield
Mercedes-Benz,GLA-Class,2015,suv,GASOLINE,11,5.0,Boston
Chrysler,Pacifica,2018,minivan,GASOLINE,41,4.98,Cumberland
Jeep,Grand Cherokee,2019,suv,GASOLINE,55,5.0,Mansfield
Volvo,XC60,2014,suv,GASOLINE,12,4.92,Cumberland
Acura,RDX,2019,suv,GASOLINE,15,5.0,Cranston
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,13,5.0,Mansfield
Jeep,Grand Cherokee,2019,suv,GASOLINE,34,5.0,Mansfield
Toyota,Tundra,2018,truck,GASOLINE,17,4.94,Mansfield
Acura,TLX,2019,car,GASOLINE,10,5.0,Mansfield
Jeep,Grand Cherokee,2019,suv,GASOLINE,20,5.0,Mansfield
Jeep,Wrangler,2018,suv,GASOLINE,32,5.0,Mansfield
Jeep,Wrangler,2018,suv,GASOLINE,44,5.0,Mansfield
Tesla,Model 3,2019,car,ELECTRIC,4,5.0,North Kingstown
Jeep,Compass,2018,suv,GASOLINE,74,4.99,Mansfield
Subaru,Outback,2020,car,GASOLINE,5,5.0,Cumberland
Nissan,Sentra,2018,car,GASOLINE,86,4.97,Mansfield
GMC,Terrain,2018,suv,GASOLINE,57,5.0,Mansfield
Nissan,Rogue,2018,suv,GASOLINE,46,5.0,Mansfield
Honda,Accord Sedan,2019,car,GASOLINE,6,5.0,North Attleborough
MINI,Cooper,2015,car,GASOLINE,14,5.0,Boston
Toyota,Corolla iM,2018,car,GASOLINE,67,4.99,Mansfield
Honda,Accord,2018,car,GASOLINE,3,5.0,Mansfield
Mercedes-Benz,SL-Class,2009,car,GASOLINE,16,4.75,East Greenwich
Chevrolet,Colorado,2018,truck,GASOLINE,4,5.0,Weymouth
Volkswagen,Jetta,2019,car,GASOLINE,38,5.0,Mansfield
smart,fortwo,2013,car,GASOLINE,7,5.0,West Warwick
Lincoln,MKZ,2012,car,HYBRID,8,4.63,Westport
Toyota,Prius,2010,car,GASOLINE,102,4.99,Easton
