vehicle.make,vehicle.model,vehicle.year,vehicle.type,fuelType,reviewCount,rating,location.city
Polaris,Slingshot,2017,car,GASOLINE,60,5.0,Menifee
BMW,4 Series,2018,car,GASOLINE,92,4.63,Gardena
FIAT,124 Spider,2018,car,GASOLINE,60,4.98,Los Angeles
BMW,X5,2019,suv,GASOLINE,14,5.0,Anaheim
Audi,A5,2018,car,GASOLINE,61,4.8,Gardena
Mercedes-Benz,G-Class,2013,suv,,7,5.0,Los Angeles
Ford,Mustang,2018,car,GASOLINE,15,4.67,Riverside
Mercedes-Benz,G-Class,2013,suv,GASOLINE,66,4.92,Los Angeles
Jeep,Grand Cherokee,2018,suv,GASOLINE,1,5.0,Norco
Ford,Mustang,2019,car,GASOLINE,0,,Irvine
Toyota,Supra,2020,car,GASOLINE,7,5.0,Orange
BMW,I8,2019,car,HYBRID,16,4.94,Irvine
Ford,Mustang,2018,car,GASOLINE,7,4.86,Anaheim
Porsche,Boxster,2007,car,GASOLINE,76,4.61,Gardena
Chrysler,Pacifica,2018,minivan,GASOLINE,8,4.63,Beaumont
Polaris,Slingshot,2015,car,,3,5.0,Jurupa Valley
Ford,Fiesta,2017,car,GASOLINE,81,4.94,Schaumburg
Ford,Focus,2018,car,GASOLINE,46,4.98,Schaumburg
Mazda,MAZDA2,2012,car,GASOLINE,69,4.96,Wheeling
Ford,Focus,2018,car,GASOLINE,38,5.0,Schaumburg
Tesla,Model 3,2018,car,ELECTRIC,131,4.96,Schaumburg
Dodge,Caliber,2010,car,GASOLINE,0,,Wheeling
BMW,i8,2015,car,HYBRID,47,4.98,Bensenville
Honda,Accord,2013,car,GASOLINE,8,4.75,Des Plaines
Chevrolet,Spark,2014,car,GASOLINE,69,4.96,Wheeling
Tesla,Model S,2013,car,ELECTRIC,27,4.96,Elmwood Park
Tesla,Model S,2016,car,ELECTRIC,25,4.96,Chicago
Chevrolet,Corvette,2015,car,GASOLINE,24,4.79,Bensenville
Tesla,Model X,2016,suv,ELECTRIC,4,5.0,Forest Park
Audi,A4,2013,car,GASOLINE,1,5.0,Chicago
Ford,Fiesta,2017,car,GASOLINE,107,4.99,Schaumburg
Chevrolet,Corvette,2013,car,GASOLINE,7,4.57,Lake in the Hills
Porsche,Panamera,2012,car,GASOLINE,58,5.0,Northbrook
Mazda,MX-5 Miata RF,2017,car,GASOLINE,8,5.0,Chicago
Ford,Fiesta,2017,car,GASOLINE,92,5.0,Schaumburg
Ford,Fiesta,2017,car,GASOLINE,109,4.99,Schaumburg
Tesla,Model 3,2018,car,ELECTRIC,71,4.97,Chicago
Ferrari,California,2010,car,GASOLINE,1,5.0,Bensenville
Tesla,Model 3,2020,car,ELECTRIC,1,5.0,Chicago
Tesla,Model 3,2020,car,ELECTRIC,0,,Park Ridge
Tesla,Model 3,2019,car,ELECTRIC,6,5.0,Chicago
Ford,F-150,2019,truck,GASOLINE,4,5.0,Lake Bluff
Tesla,Model S,2016,car,ELECTRIC,1,5.0,Bartlett
BMW,5 Series,2011,car,GASOLINE,26,5.0,Des Plaines
Tesla,Model X,2018,suv,ELECTRIC,4,5.0,Highland Park
Kia,Optima,2015,car,GASOLINE,4,5.0,Chicago
Porsche,911,2012,car,GASOLINE,2,5.0,Deerfield
Lexus,ES 350,2013,car,GASOLINE,21,5.0,Des Plaines
BMW,M5,2015,car,GASOLINE,7,5.0,Buffalo Grove
Mercedes-Benz,GL-Class,2008,suv,GASOLINE,0,,Des Plaines
Tesla,Model S,2014,car,ELECTRIC,8,5.0,Morton Grove
Buick,Verano,2014,car,GASOLINE,4,5.0,Skokie
Jeep,Renegade,2017,suv,GASOLINE,7,5.0,Des Plaines
Land Rover,Range Rover Velar,2019,suv,GASOLINE,27,4.93,Chicago
BMW,X1,2016,suv,GASOLINE,25,4.96,Chicago
Tesla,Model 3,2019,car,ELECTRIC,3,5.0,Chicago
Mercedes-Benz,C-Class,2016,car,GASOLINE,61,4.79,Chicago
Jeep,Wrangler,2015,suv,GASOLINE,20,4.9,Chicago
Chevrolet,Corvette,2017,car,GASOLINE,37,4.89,Chicago
Hyundai,Genesis G70,2019,car,GASOLINE,5,5.0,Elgin
Chevrolet,Cruze,2018,car,GASOLINE,1,5.0,Des Plaines
Land Rover,LR4,2013,suv,GASOLINE,4,5.0,Buffalo Grove
Mercedes-Benz,C-Class,2014,car,GASOLINE,1,5.0,Chicago
Tesla,Model 3,2018,car,ELECTRIC,3,5.0,Elmhurst
Mercedes-Benz,M-Class,2008,suv,GASOLINE,4,4.75,Schaumburg
Subaru,Forester,2017,suv,GASOLINE,1,5.0,Park Ridge
Lexus,RX 350,2017,suv,GASOLINE,9,5.0,Glenview
Ford,Fusion,2013,car,GASOLINE,24,4.79,Chicago
Volkswagen,Passat,2014,car,GASOLINE,2,5.0,Chicago
Land Rover,Range Rover Evoque,2013,suv,GASOLINE,2,4.5,Chicago
Ford,Mustang,2019,car,GASOLINE,0,,Elk Grove Village
Dodge,Durango,2019,suv,GASOLINE,4,5.0,Chicago
BMW,X5,2014,suv,DIESEL,0,,Bartlett
Ford,Transit Wagon,2018,van,GASOLINE,4,5.0,Chicago
Ford,Transit Wagon,2018,van,GASOLINE,1,5.0,Chicago
Ford,Transit Wagon,2018,van,GASOLINE,1,5.0,Chicago
Lexus,ES 350,2009,car,GASOLINE,7,5.0,Mount Prospect
Honda,Odyssey,2015,minivan,GASOLINE,7,4.43,Glenview
Ford,Transit Wagon,2017,van,GASOLINE,5,5.0,Chicago
Toyota,Yaris,2008,car,GASOLINE,51,4.92,Chicago
Ford,Transit Wagon,2015,van,GASOLINE,1,5.0,Chicago
Mercedes-Benz,CLA-Class,2014,car,GASOLINE,22,4.95,Chicago
Ford,Fiesta,2019,car,GASOLINE,80,5.0,Virginia Beach
Polaris,Slingshot,2020,car,GASOLINE,3,5.0,Chesapeake
Tesla,Model S,2016,car,ELECTRIC,0,,Newport News
Hyundai,Elantra,2018,car,GASOLINE,77,4.99,Norfolk
Hyundai,Accent,2018,car,GASOLINE,77,4.96,Virginia Beach
Hyundai,Accent,2018,car,GASOLINE,91,4.98,Virginia Beach
Tesla,Model 3,2020,car,ELECTRIC,0,,Virginia Beach
Hyundai,Tucson,2018,suv,GASOLINE,53,4.94,Virginia Beach
Polaris,Slingshot,2019,car,,0,,Newport News
Polaris,Slingshot,2019,car,,0,,Newport News
Mercedes-Benz,C-Class,2014,car,GASOLINE,0,,Newport News
Toyota,Tundra,2018,truck,GASOLINE,4,5.0,Virginia Beach
Ford,Fusion,2010,car,HYBRID,28,4.93,Virginia Beach
Ford,Fusion,2017,car,GASOLINE,2,5.0,Virginia Beach
Mazda,MX-5 Miata,2016,car,GASOLINE,10,5.0,West Palm Beach
Nissan,Sentra,2015,car,GASOLINE,0,,Palm Beach
Subaru,Impreza,2017,car,GASOLINE,6,5.0,Riviera Beach
Tesla,Model S,2015,car,ELECTRIC,5,5.0,Lake Worth
Volkswagen,Jetta,2017,car,GASOLINE,30,4.93,West Palm Beach
Audi,Q3,2017,suv,GASOLINE,13,5.0,West Palm Beach
Hyundai,Sonata,2013,car,GASOLINE,25,5.0,Boynton Beach
Volkswagen,Tiguan,2016,suv,GASOLINE,15,5.0,West Palm Beach
Tesla,Model S,2016,car,ELECTRIC,17,5.0,Wellington
MINI,Cooper Countryman,2013,car,GASOLINE,26,5.0,West Palm Beach
Chevrolet,Tahoe,2017,suv,GASOLINE,1,5.0,Port St. Lucie
Mazda,CX-5,2016,suv,GASOLINE,45,5.0,West Palm Beach
Tesla,Model 3,2019,car,ELECTRIC,6,4.83,West Palm Beach
Tesla,Model 3,2019,car,ELECTRIC,32,5.0,West Palm Beach
Ford,Mustang,2017,car,GASOLINE,29,5.0,Deerfield Beach
Ford,Mustang,2017,car,GASOLINE,25,5.0,Boca Raton
Jeep,Wrangler,2018,suv,GASOLINE,104,4.97,Boynton Beach
Jaguar,F-TYPE,2014,car,GASOLINE,18,4.94,Wellington
Aston Martin,DB9,2010,car,GASOLINE,10,4.7,Miramar
Toyota,Prius,2010,car,HYBRID,28,4.96,Boca Raton
Chevrolet,Camaro,2019,car,GASOLINE,22,5.0,Boca Raton
Subaru,WRX,2016,car,GASOLINE,1,5.0,Boynton Beach
Chevrolet,Corvette,2019,car,GASOLINE,8,5.0,West Palm Beach
Tesla,Model 3,2019,car,ELECTRIC,61,4.97,Sunrise
Ford,Mustang,2017,car,GASOLINE,75,5.0,Boca Raton
Toyota,Sienna,2018,minivan,GASOLINE,18,5.0,Coral Springs
Mercedes-Benz,S-Class,2014,car,GASOLINE,10,4.8,Coral Springs
Chevrolet,Corvette,2019,car,,27,4.7,Miami
Toyota,Camry,2020,car,GASOLINE,14,5.0,Boynton Beach
Lamborghini,Huracan,2016,car,GASOLINE,9,5.0,Miami Beach
Jeep,Wrangler Unlimited,2020,suv,GASOLINE,34,4.94,Boynton Beach
Volvo,S60,2014,car,GASOLINE,2,5.0,Riviera Beach
Toyota,Tundra,2020,truck,GASOLINE,3,5.0,Boynton Beach
Cadillac,XTS,2017,car,GASOLINE,1,5.0,Coconut Creek
Chevrolet,Corvette Stingray,2014,car,GASOLINE,114,5.0,Sunrise
Mercedes-Benz,E-Class,2014,car,GASOLINE,60,4.97,Boynton Beach
Porsche,Macan,2020,suv,GASOLINE,5,5.0,Aventura
Mercedes-Benz,AMG GT,2018,car,GASOLINE,14,5.0,Coral Springs
Jeep,Wrangler Unlimited,2020,suv,GASOLINE,43,5.0,Boynton Beach
Lexus,RX 450h,2013,suv,HYBRID,21,5.0,Boca Raton
Land Rover,Range Rover Sport,2014,suv,GASOLINE,56,5.0,Miami Beach
Tesla,Model S,2012,car,ELECTRIC,1,5.0,Sunrise
Tesla,Model X,2017,suv,ELECTRIC,66,4.95,Deerfield Beach
Land Rover,Range Rover Velar,2019,suv,GASOLINE,11,5.0,North Miami
Ferrari,488GTB,2018,car,GASOLINE,4,4.75,Miami Beach
Volkswagen,Eos,2013,car,GASOLINE,0,,Coconut Creek
Polaris,Slingshot,2019,car,,0,,Delray Beach
Dodge,Grand Caravan,2013,minivan,GASOLINE,35,5.0,Deerfield Beach
Land Rover,Range Rover Sport,2014,suv,GASOLINE,20,4.85,Miami Beach
Ford,Focus,2016,car,GASOLINE,24,4.96,Margate
Jeep,Gladiator,2020,truck,GASOLINE,0,,Delray Beach
Land Rover,Range Rover Evoque,2013,suv,GASOLINE,43,4.86,Miramar
Infiniti,QX60,2014,suv,GASOLINE,0,,Deerfield Beach
Land Rover,Range Rover Sport,2014,suv,GASOLINE,55,4.96,Miami Beach
Ford,Mustang,2018,car,GASOLINE,25,5.0,Boca Raton
Ford,Mustang,2018,car,GASOLINE,30,4.93,Boca Raton
BMW,4-Series,2020,car,GASOLINE,3,5.0,Boca Raton
Ford,Mustang,2016,car,GASOLINE,55,5.0,Boca Raton
Dodge,Grand Caravan,2019,minivan,GASOLINE,15,4.93,Boca Raton
Land Rover,Range Rover Sport,2018,suv,GASOLINE,2,5.0,Fort Lauderdale
Audi,Q8,2019,suv,GASOLINE,14,5.0,North Miami
Volvo,XC90,2020,suv,GASOLINE,3,5.0,Aventura
Tesla,Model S,2017,car,ELECTRIC,43,4.84,Deerfield Beach
Alfa Romeo,Giulia,2017,car,GASOLINE,17,4.65,Dania Beach
Jeep,Cherokee,2019,suv,GASOLINE,31,4.97,Boca Raton
BMW,4 Series,2017,car,GASOLINE,164,4.99,Miami
Volvo,XC90,2018,suv,GASOLINE,27,4.89,North Miami Beach
Dodge,Challenger,2014,car,GASOLINE,107,4.96,Boca Raton
Tesla,Model X,2018,suv,ELECTRIC,11,4.91,Miami Beach
Mercedes-benz,GLE-Class,2020,suv,GASOLINE,8,4.88,North Miami
Ford,Mustang,2019,car,GASOLINE,65,4.86,Miami Beach
Polaris,Slingshot,2019,car,GASOLINE,40,5.0,Hollywood
Volvo,S80,2008,car,GASOLINE,0,,Royal Palm Beach
Mercedes-benz,E-Class,2019,car,GASOLINE,0,,Hobe Sound
Volkswagen,Passat,2017,car,GASOLINE,7,4.71,Greenacres
Chevrolet,Suburban,2015,suv,GASOLINE,29,4.79,Miami
BMW,4 Series Gran Coupe,2016,car,GASOLINE,63,4.97,Miami Beach
Land Rover,Range Rover Evoque,2015,suv,GASOLINE,8,5.0,Wellington
Nissan,Rogue,2013,suv,GASOLINE,1,5.0,West Palm Beach
Ford,Mustang,2016,car,GASOLINE,26,5.0,Miramar
Mercedes-benz,GLS-Class,2019,suv,GASOLINE,1,5.0,Miami
Chevrolet,Cruze Limited,2016,car,GASOLINE,34,5.0,Deerfield Beach
Mercedes-Benz,SLK-Class,2015,car,GASOLINE,181,5.0,Miami
Kia,Sportage,2015,suv,GASOLINE,22,5.0,Deerfield Beach
BMW,4 Series,2018,car,GASOLINE,88,4.91,Miami Beach
Ford,F-150,2017,truck,GASOLINE,37,5.0,Boca Raton
Dodge,Grand Caravan,2019,minivan,GASOLINE,2,5.0,Boca Raton
Dodge,Durango,2015,suv,GASOLINE,21,4.9,Miami
Chevrolet,Equinox,2016,suv,GASOLINE,35,4.89,Boca Raton
FIAT,500,2013,car,GASOLINE,51,4.98,Boynton Beach
Chevrolet,Equinox,2011,suv,GASOLINE,15,5.0,Deerfield Beach
BMW,X3,2017,suv,GASOLINE,1,5.0,Boynton Beach
Dodge,Grand Caravan,2014,minivan,GASOLINE,1,5.0,Coconut Creek
GMC,Canyon,2016,truck,GASOLINE,3,5.0,West palm Beach 
Toyota,RAV4,2018,suv,GASOLINE,16,4.88,Port St. Lucie
Hyundai,Equus,2014,car,GASOLINE,5,5.0,West Palm Beach
Chrysler,Town and Country,2012,minivan,GASOLINE,1,5.0,Coconut Creek
BMW,2 Series,2016,car,GASOLINE,64,4.97,Miami
Toyota,Camry,2017,car,GASOLINE,0,,Pompano Beach
Ford,Mustang,2017,car,GASOLINE,23,4.39,Miramar
Lamborghini,Urus,2019,suv,GASOLINE,1,5.0,Miami Beach
Chevrolet,Cruze,2012,car,GASOLINE,0,,Deerfield Beach
Lexus,NX 300,2018,suv,GASOLINE,0,,North Miami Beach
Chevrolet,Cruze,2011,car,GASOLINE,7,5.0,Deerfield Beach
BMW,4 Series,2018,car,GASOLINE,18,4.5,Miramar
Audi,A6,2019,car,GASOLINE,1,5.0,Miami Beach
Chevrolet,Sonic,2013,car,GASOLINE,17,4.94,Deerfield Beach
BMW,4 Series,2014,car,GASOLINE,39,4.85,Miami Beach
Nissan,Versa,2016,car,GASOLINE,4,5.0,Coral Springs
Subaru,Outback,2019,suv,GASOLINE,106,4.99,Portland
Toyota,Corolla,2016,car,GASOLINE,92,4.93,Portland
Honda,Civic,2017,car,GASOLINE,65,5.0,Portland
Mercedes-Benz,C-Class,2018,car,GASOLINE,138,5.0,Portland
Volkswagen,Jetta,2015,car,GASOLINE,39,4.9,Portland
Honda,Accord,2018,car,GASOLINE,39,4.97,Portland
Tesla,Model 3,2018,car,ELECTRIC,54,5.0,Portland
Tesla,Model 3,2020,car,ELECTRIC,13,5.0,Portland
Tesla,Model 3,2019,car,ELECTRIC,31,5.0,Portland
Subaru,Legacy,2020,car,GASOLINE,3,5.0,Portland
Honda,CR-V,2019,suv,GASOLINE,85,5.0,Portland
Toyota,RAV4,2015,suv,GASOLINE,47,4.94,Portland
Honda,Pilot,2019,suv,GASOLINE,4,5.0,Portland
Nissan,Rogue,2017,suv,GASOLINE,58,4.97,Vancouver
Jeep,Wrangler Unlimited,2020,suv,GASOLINE,0,,Portland
Honda,Odyssey,2018,minivan,GASOLINE,13,5.0,Portland
Tesla,Model X,2016,suv,ELECTRIC,26,4.81,Portland
Tesla,Model X,2018,suv,ELECTRIC,91,4.91,Portland
Mercedes-benz,GLC-Class,2020,suv,GASOLINE,3,5.0,Portland
Honda,Civic,2018,car,GASOLINE,20,5.0,Portland
Volkswagen,Touareg,2014,suv,GASOLINE,46,4.91,Portland
Porsche,911,2018,car,GASOLINE,1,5.0,Portland
Volkswagen,Tiguan,2015,suv,GASOLINE,12,4.92,Gresham
Lexus,CT 200h,2015,car,HYBRID,47,4.89,Portland
Tesla,Model 3,2018,car,ELECTRIC,3,5.0,Camas
Tesla,Model X,2018,suv,ELECTRIC,22,4.86,Portland
BMW,X3,2016,suv,GASOLINE,91,4.97,Portland
Honda,Accord Sedan,2020,car,GASOLINE,1,5.0,Gresham
Tesla,Model X,2019,suv,ELECTRIC,17,5.0,Portland
MINI,Hardtop 2dr,2019,car,GASOLINE,46,5.0,Portland
Tesla,Model X,2018,suv,ELECTRIC,6,5.0,Beaverton
Tesla,Model X,2018,suv,ELECTRIC,72,4.96,Portland
Tesla,Model X,2019,suv,ELECTRIC,16,5.0,Portland
Hyundai,Ioniq Hybrid,2017,car,HYBRID,43,4.98,Portland
BMW,i8,2017,car,HYBRID,32,5.0,Portland
Tesla,Model X,2019,suv,ELECTRIC,16,4.94,Portland
Tesla,Model X,2017,suv,ELECTRIC,83,4.95,Portland
Mercedes-Benz,G-Class,2010,suv,GASOLINE,4,5.0,Portland
Tesla,Model S,2013,car,ELECTRIC,4,5.0,Newberg
FIAT,500,2013,car,GASOLINE,70,4.96,Portland
Mercedes-Benz,S-Class,2015,car,GASOLINE,13,4.77,Portland
Tesla,Model 3,2018,car,ELECTRIC,69,4.93,Portland
Porsche,Panamera,2017,car,GASOLINE,4,5.0,Portland
Tesla,Model 3,2018,car,ELECTRIC,41,5.0,Portland
Mercedes-benz,GLS-Class,2019,suv,GASOLINE,6,5.0,Newberg
Mercedes-Benz,G-Class,2015,suv,GASOLINE,46,4.96,Portland
Mercedes-Benz,AMG GT,2016,car,GASOLINE,2,5.0,Portland
Tesla,Model 3,2018,car,ELECTRIC,88,4.99,Portland
Scion,xB,2006,car,GASOLINE,285,4.95,Portland
BMW,7 Series,2016,car,GASOLINE,7,5.0,Portland
Land Rover,Range Rover,2016,suv,GASOLINE,6,5.0,Portland
Ford,Shelby GT350,2016,car,GASOLINE,3,5.0,Portland
BMW,X6,2017,suv,GASOLINE,3,5.0,Portland
Maserati,Ghibli,2016,car,GASOLINE,5,4.0,Portland
Toyota,Tacoma,2017,truck,GASOLINE,101,5.0,Portland
Volkswagen,Routan,2011,minivan,GASOLINE,26,5.0,Portland
Ford,Shelby GT350,2016,car,GASOLINE,2,5.0,Portland
Land Rover,Range Rover,2016,suv,GASOLINE,35,4.97,Portland
Tesla,Model X,2020,suv,ELECTRIC,10,5.0,Beaverton
BMW,3 Series,2014,car,GASOLINE,135,4.93,Portland
Hyundai,Genesis,2013,car,GASOLINE,10,4.9,Vancouver
Volkswagen,Tiguan,2016,suv,GASOLINE,10,5.0,Beaverton
Toyota,Sequoia,2016,suv,GASOLINE,65,4.95,Beaverton
Porsche,Panamera,2012,car,GASOLINE,1,5.0,Milwaukie
Mercedes-Benz,E-Class,2017,car,GASOLINE,2,5.0,Portland
Tesla,Model 3,2019,car,ELECTRIC,13,5.0,Beaverton
Subaru,Outback,2017,suv,GASOLINE,2,5.0,Portland
Subaru,Outback,2019,suv,GASOLINE,36,5.0,Portland
Jaguar,F-PACE,2017,suv,DIESEL,4,5.0,Portland
Mazda,3,2012,car,GASOLINE,28,4.93,Tigard
Subaru,WRX,2017,car,GASOLINE,3,5.0,Portland
Toyota,Sienna,2018,minivan,GASOLINE,35,5.0,Portland
Audi,SQ5,2019,suv,GASOLINE,2,5.0,Portland
Audi,A4,2013,car,GASOLINE,12,4.67,Tigard
Volkswagen,Touareg,2014,suv,GASOLINE,46,4.98,Portland
Porsche,Cayenne,2017,suv,GASOLINE,74,4.77,Portland
Toyota,Highlander,2017,suv,GASOLINE,78,5.0,Portland
Tesla,Model 3,2019,car,ELECTRIC,20,5.0,Portland
Audi,A7,2016,car,GASOLINE,13,5.0,Portland
Porsche,911,2013,car,GASOLINE,3,5.0,Tigard
Jeep,Wrangler,2015,suv,GASOLINE,15,5.0,Boring
Audi,Q7,2017,suv,GASOLINE,12,4.83,Portland
Porsche,Macan,2017,suv,GASOLINE,2,5.0,Portland
Porsche,Cayman,2014,car,GASOLINE,53,4.96,Portland
Ford,F-150,2018,truck,GASOLINE,11,5.0,Hillsboro
BMW,X4,2015,suv,GASOLINE,19,4.79,Gresham
Mercedes-Benz,S-Class,2015,car,GASOLINE,0,,Portland
Volkswagen,Golf GTI,2017,car,GASOLINE,59,4.93,Portland
Toyota,RAV4 Hybrid,2016,suv,HYBRID,43,4.98,Vancouver
Tesla,Model X,2016,suv,ELECTRIC,13,4.92,Sherwood
Toyota,Camry,2018,car,GASOLINE,71,4.82,Portland
Mercedes-Benz,E-Class,2017,car,GASOLINE,9,5.0,Portland
Lexus,GX 460,2015,suv,GASOLINE,91,4.81,Portland
BMW,4 Series,2018,car,GASOLINE,3,5.0,Portland
BMW,X5,2015,suv,GASOLINE,7,5.0,Portland
Subaru,Outback,2019,suv,GASOLINE,44,4.91,Portland
Audi,Q5,2013,suv,GASOLINE,98,4.64,Portland
Mercedes-Benz,E-Class,2017,car,GASOLINE,18,5.0,Portland
BMW,4 Series,2015,car,GASOLINE,9,5.0,Portland
Ford,Expedition,2007,suv,GASOLINE,17,5.0,Portland
BMW,5 Series,2014,car,GASOLINE,14,5.0,Hillsboro
Alfa Romeo,Stelvio,2018,suv,GASOLINE,13,4.92,Portland
BMW,5 Series,2017,car,GASOLINE,10,4.6,Portland
Audi,A5 Sportback,2019,car,GASOLINE,4,5.0,Portland
Audi,A4,2017,car,GASOLINE,13,5.0,Beaverton
Hyundai,Santa Fe Sport,2016,suv,GASOLINE,0,,Portland
Mercedes-Benz,E-Class,2017,car,GASOLINE,5,5.0,Portland
Toyota,Sienna,2015,minivan,GASOLINE,56,4.93,Portland
Toyota,Sienna,2016,minivan,GASOLINE,59,5.0,Portland
Mercedes-Benz,GLE-Class,2016,suv,GASOLINE,20,5.0,Aloha
Toyota,Supra,2020,car,GASOLINE,5,5.0,Portland
Mercedes-Benz,M-Class,2013,suv,GASOLINE,14,4.71,Gresham
Toyota,Sienna,2019,minivan,GASOLINE,25,4.92,Portland
Bentley,Continental GTC,2007,car,GASOLINE,0,,Portland
Ford,Mustang,2017,car,GASOLINE,3,5.0,Portland
Audi,Q5,2018,suv,GASOLINE,9,4.89,Portland
BMW,X5,2014,suv,GASOLINE,80,4.83,Portland
Lexus,RC 350,2015,car,GASOLINE,6,5.0,Portland
Volkswagen,Atlas,2018,suv,GASOLINE,67,5.0,Portland
Ford,Fusion Energi,2016,car,HYBRID,11,5.0,Portland
Subaru,Forester,2009,suv,GASOLINE,2,5.0,Vancouver
Toyota,Supra,2020,car,GASOLINE,4,5.0,Portland
Toyota,Supra,2020,car,GASOLINE,15,4.73,Portland
Mercedes-Benz,M-Class,2014,suv,GASOLINE,5,4.8,Portland
BMW,i3,2017,car,ELECTRIC,1,5.0,Vancouver
Lexus,GS 350,2015,car,GASOLINE,88,4.84,Portland
Toyota,4Runner,2019,suv,GASOLINE,8,5.0,Milwaukie
BMW,4 Series,2015,car,GASOLINE,10,5.0,Portland
BMW,5 Series,2018,car,DIESEL,3,5.0,Camas
Subaru,Outback,2018,suv,GASOLINE,24,5.0,Portland
Audi,allroad,2015,car,GASOLINE,24,4.67,Portland
Mercedes-Benz,GLC-Class,2016,suv,GASOLINE,3,5.0,Portland
Mercedes-Benz,C-Class,2015,car,GASOLINE,1,5.0,Portland
Ford,Expedition,2018,suv,GASOLINE,5,5.0,Beaverton
Subaru,Outback,2018,suv,GASOLINE,0,,Portland
Audi,Q3,2018,suv,GASOLINE,6,5.0,Portland
Subaru,Forester,2017,suv,GASOLINE,2,5.0,Oregon City
Subaru,Outback,2017,suv,GASOLINE,0,,Portland
Lexus,RX 350,2017,suv,GASOLINE,1,5.0,Portland
Audi,Q3,2016,suv,GASOLINE,9,5.0,Portland
Subaru,Outback,2017,suv,GASOLINE,2,5.0,Portland
Mercedes-Benz,C-Class,2015,car,GASOLINE,12,4.58,Portland
BMW,4 Series,2014,car,GASOLINE,14,5.0,Portland
Subaru,Outback,2017,suv,GASOLINE,0,,Portland
Lexus,IS 250,2014,car,GASOLINE,133,4.8,Portland
Subaru,Outback,2019,suv,GASOLINE,31,4.84,Portland
Subaru,Outback,2019,suv,GASOLINE,3,4.67,Portland
Ram,3500,2018,truck,DIESEL,12,5.0,Lake Oswego
Toyota,Camry,2019,car,GASOLINE,35,5.0,Portland
Audi,Q3,2015,suv,GASOLINE,6,4.67,Portland
Subaru,Outback,2019,suv,GASOLINE,44,4.93,Portland
Nissan,Rogue,2019,suv,GASOLINE,14,4.86,Portland
Audi,A4,2017,car,GASOLINE,11,5.0,Portland
Subaru,Outback,2019,suv,GASOLINE,33,4.97,Portland
Subaru,Outback,2019,suv,GASOLINE,31,4.9,Portland
Subaru,Outback,2019,suv,GASOLINE,22,4.95,Portland
Subaru,Outback,2019,suv,GASOLINE,36,4.89,Portland
Toyota,Sienna,2019,minivan,GASOLINE,18,4.94,Portland
Mercedes-Benz,C-Class,2016,car,GASOLINE,15,4.93,Portland
Mercedes-Benz,C-Class,2015,car,GASOLINE,10,5.0,Portland
Nissan,Rogue,2016,suv,GASOLINE,167,4.98,Portland
Tesla,Model 3,2020,car,ELECTRIC,9,5.0,Beaverton
Mercedes-Benz,E-Class,2012,car,GASOLINE,9,4.67,Portland
Audi,Q3,2017,suv,GASOLINE,5,4.8,Portland
Mercedes-Benz,C-Class,2018,car,HYBRID,0,,Portland
Audi,A4,2017,car,GASOLINE,8,4.75,Portland
Lexus,LX 570,2011,suv,GASOLINE,92,4.71,Portland
Nissan,Rogue,2017,suv,GASOLINE,113,4.99,Portland
Tesla,Model 3,2019,car,ELECTRIC,4,5.0,Portland
Toyota,Corolla,2020,car,GASOLINE,28,4.96,Portland
Toyota,Camry,2019,car,GASOLINE,34,4.94,Portland
BMW,X1,2017,suv,GASOLINE,14,4.86,Portland
Jeep,Wrangler,2013,suv,,8,4.25,Portland
Subaru,Outback,2019,suv,GASOLINE,16,4.94,Portland
Subaru,Outback,2019,suv,GASOLINE,19,4.79,Portland
Audi,A3,2017,car,GASOLINE,11,4.55,Portland
Audi,A4,2017,car,GASOLINE,6,5.0,Portland
Kia,Soul EV,2017,car,ELECTRIC,11,5.0,Beaverton
Mercedes-Benz,C-Class,2015,car,GASOLINE,5,5.0,Portland
Audi,A3,2016,car,GASOLINE,13,4.85,Portland
Subaru,Outback,2019,suv,GASOLINE,43,4.93,Portland
Toyota,Tacoma,2011,truck,GASOLINE,1,5.0,Oregon City
Audi,A3,2017,car,GASOLINE,13,4.92,Portland
Cadillac,SRX,2014,suv,GASOLINE,0,,Portland
Audi,Q3,2015,suv,GASOLINE,66,4.71,Portland
Ford,Fusion Hybrid,2015,car,HYBRID,19,5.0,portland
Jeep,Wrangler,2012,suv,GASOLINE,66,4.94,Milwaukie
BMW,4 Series,2015,car,GASOLINE,7,4.86,Portland
Volkswagen,Beetle,2019,car,GASOLINE,11,5.0,Gresham
Honda,Odyssey,2015,minivan,GASOLINE,4,4.75,Portland
Tesla,Model 3,2018,car,ELECTRIC,34,4.94,Sherwood
Toyota,RAV4,2017,suv,GASOLINE,0,,Portland
Toyota,RAV4,2017,suv,GASOLINE,0,,Portland
Kia,Optima,2015,car,GASOLINE,7,4.86,Portland
MINI,Cooper,2015,car,GASOLINE,27,5.0,Gresham
Lexus,IS 250,2014,car,GASOLINE,10,4.8,Portland
Audi,A4,2017,car,GASOLINE,4,5.0,Portland
Toyota,Corolla iM,2017,car,GASOLINE,8,5.0,Gresham
Chevrolet,Traverse,2018,suv,GASOLINE,15,5.0,Beaverton
Mazda,CX-5,2017,suv,GASOLINE,6,5.0,Portland
Chevrolet,Corvette,2015,car,GASOLINE,150,4.96,Hampton
Dodge,Challenger,2011,car,GASOLINE,19,4.74,Newport News
